"title"	"PMID"	"sourceURL"	"RPPAfeatureDataURL"	"colDataExtrasURL"
"1"	"Comprehensive Pan-Genomic Characterization of Adrenocortical Carcinoma"	"27165744"	"http://s3.amazonaws.com/multiassayexperiments/accMAEO.rds"	"http://genomeportal.stanford.edu/pan-tcga/show_target_selection_file?filename=Allprotein.txt"	"http://www.cell.com/cms/attachment/2062093088/2063584534/mmc3.xlsx"
